words,commit_message
63,ffe9a41468 internal/backend/remote-state/azure: adding tests covering MSAL
75,a2cad7d579 internal/backend/remote-state/azure: prefixing the existing tests with ADAL
49,bf6c7c0381 go mod tidy/vendor: hamilton is now directly used
72,9f710558ce internal/backend/remote-state/azure: adding a feature-toggle to use MSAL
75,27a34d6c2c internal/backend/remote-state/azure: updating the link to the client secret
25,0272249f47 go mod vendor/go mod tidy
78,5133d30b71 internal/backend/remote-state/azure: code changes for go-azure-helpers v0.18.0
75,cf56f42328 dependencies: upgrading to v0.18.0 of github.com/hashicorp/go-azure-helpers
63,0045e71676 Merge pull request #29953 from hashicorp/jbardin/k8s-mod-update
56,61a5808680 k8s-backend - Initial context support for library update
41,ac52f5135a update k8s packages from retracted module
85,02aacb09e6 Merge pull request #29863 from hashicorp/barrettclark/migrate-empty-default-workspace
35,a146a2746e Add clarifying commend and e2e test
71,18ab3512fa Merge pull request #29943 from hashicorp/kmoe/moved-block-resource-type
36,aeecc6a627 add AffectedAbsResource to interface
45,a9eb62d692 Cloud: Migrate empty default workspace prompt
47,db9109d2ce Merge pull request #29926 from simaotwx/patch-1
32,5bbd108572 funcs: defer close file in funcs
69,388c430ece Merge pull request #29883 from hashicorp/barrettclark/cloud-e2e-tests
64,7e41803418 Merge pull request #29891 from hashicorp/update-for-each-example
34,bd64d07e6b Apply suggestions from code review
50,9b675f8b70 Add skip for cloud e2e tests when env vars missing
57,bf76cc98ef command: Suggestions on migration copy from user feedback
29,11566b1d11 introduce AbsMoveableResource
38,7162e79fdf return error on resource type mismatch
43,dc3ed6271c add failing test for resource type mismatch
32,4305271cff remove occurrences of AbsMovable
20,1dabdf0dcd normalise test names
64,33bcc715a0 Merge pull request #29928 from hashicorp/jbardin/ignore_null_map
31,57a4b51e87 remove build tags for cloud e2e
20,5ef82ddd2f Cloud: fix e2e tests
69,e07a7c472b Merge pull request #29913 from hashicorp/brandonc/run_variables_types
86,1f01ba4dbc fix(run variables): support all variable types (map, list, bool, number, null, string)
64,9441666d9a Merge pull request #29903 from hashicorp/pull-mock-gotfe-changes
32,051bf5df7e update to go-tfe@tfc-integration
40,9d19086c8e test for null map and fix lost map marks
43,40174b634a ignore_changes changing a null map to empty
66,64635edfb9 Merge pull request #29885 from hashicorp/kmoe/more-init-interrupts
45,6da61bf07b revert change to installModules diag handling
24,7022876494 bump go-getter to v1.5.9
47,40ec62c139 command: make module installation interruptible
91,385a3ba879 Merge pull request #29892 from hashicorp/lafentres/warn-about-backups-on-non-local-backends
89,a62cff939e Update documentation for state mv command to clarify use of backup and backup-out options
118,c44c589f0a Error if backup or backup-out options are used without the state option on non-local backends for the state mv command
24,21750037d5 cloud: Help output typos
36,9ef9f97121 pull go tfe changes from main branch
30,58304b678c import path to go mocks in tfe
82,4e3218b4d5 cloud: convert uses of worspaces.operations into workspaces.executionMode (#29844)
63,5ac1074c54 main: Report version information for "interesting" dependencies
46,19101df1d4 Merge pull request #29887 from strugee/patch-1
57,b838a93023 Add cidr block output example to setproduct function page
30,8367c049c8 Fix typo in 0.13 upgrade guide
80,4f66479506 Merge pull request #29881 from hashicorp/chrisarcand/streamline-remote-migration
60,779c958fbf cloud: Add streamlined 'remote' backend state migration path
75,2690f738aa Merge pull request #29878 from hashicorp/tweak-multi-to-multi-migration-tfc
61,6f25ad3e17 cloud: Display the newly renamed workspaces after a migration
53,c3bf5d4512 cloud: Automatically select renamed current workspace
40,f80b2177c8 cloud: Tweak multi-to-multi migration UX
48,5a8021f03d Merge pull request #29868 from xiaozhu36/xiaozhu
73,913f9cc44a Merge pull request #29862 from hashicorp/jbardin/validate-resource-values
59,5e943ecc3d Merge pull request #29864 from hashicorp/jbardin/update-cty
108,e0a2716601 backend/oss: Removes the ConflictWith tag which on the attributes assume_role* to fix the incompatible error
61,858dc96859 Merge pull request #29853 from hashicorp/cloud-tags-workspace
41,081e0eb6a4 Add section about backport tags to readme
77,ae986ad606 Update READMEs to help folks figure out how to successfully make docs changes
13,ca6d3cf50f update go-cty
19,938c0aeee9 Update CHANGELOG.md
61,1da7031855 cloud: Add tags to workspace if necessary when fetching state
19,ece80c0fc2 Update CHANGELOG.md
70,f04ea2bd3d Merge pull request #29860 from hashicorp/fix-init-after-error-take-two
73,7c0c2e952f command: Don't always update backend hash when fetching the saved backend
37,647d36062c we don't need an abs provider address
47,6b8b0617bb generate precise resource types during validate
19,f019fb112e Update CHANGELOG.md
66,19cce931a8 Test case for changing backend hash during aborted state migration
64,52ca30273f command/format: improve list nested attribute rendering (#29827)
19,12651c0a81 update CHANGELOG.md
69,ba4b6652fa Merge pull request #29849 from hashicorp/kmoe/ignore_changes-override
19,744a231d4c update CHANGELOG.md
79,13ec9b539c Merge pull request #29846 from hashicorp/barrettclark/parrelize-cloud-e2e-tests
48,834f61cd54 Merge pull request #29841 from xiaozhu36/xiaozhu
71,6183394f60 Merge pull request #29845 from hashicorp/jbardin/nullable-variable-docs
53,8b53637230 Update website/docs/language/values/variables.html.md
53,4f88445d05 Update website/docs/language/values/variables.html.md
53,2195d7a45f Update website/docs/language/values/variables.html.md
53,46bbe66cd0 Update website/docs/language/values/variables.html.md
8,8e640ae151 fix typo
45,257c24ff75 IgnoreAllChanges should override during merge
46,df6dad5070 add failing test for IgnoreAllChanges override
39,9c13521d76 Allow cloud tests to be run in parallel
19,03ed766454 nullable doc update
22,6a1afd2dc3 nullable variable docs
73,02e62c9851 Cloud: Init without erroring when no workspaces match the `tags` (#29835)
19,079aabb70e update CHANGELOG.md
66,b91d9435ea Merge pull request #29832 from hashicorp/jbardin/nullable-variable
25,6d050c166e udpate diagnostic message
19,021137454b Update CHANGELOG.md
78,14a8668486 website: "Refactoring" documentation firmer advice about removing moved blocks
43,86e5aacacd website: Documentation about "moved" blocks
45,94cbc8fb5d experiments: config_driven_move has concluded
84,51bf9fd19c Merge pull request #29842 from hashicorp/alisdair/backend-remote-version-check-tweak
47,a61bd8a96b cloud: Fix prerelease version constraint checks
52,5d19a34f88 backend/oss: Supports the new attribute sts_endpoint
76,3cd6c0be7a Merge pull request #29836 from hashicorp/chrisarcand/fix-tfc-resource-counts
43,2ebdc099ac Merge pull request #29307 from hayorov/main
31,1f873776e8 update null variable error text
48,b71b393cf6 move nullable check to variable input evaluation
73,511afcd43a command: Adjust skipping of resource counts for any remote implementation
23,7b7972ac95 allow nullable override
42,de105595e2 Cleanup after v1.1.0-alpha20211029 release
28,644a70bc30 Release v1.1.0-alpha20211029
63,c9e87773da Merge pull request #29833 from hashicorp/jbardin/issue-template
38,91f27c6d04 remove Crash section of issue template
61,81e709d185 Merge pull request #29825 from hashicorp/jbardin/no-panicwrap
44,f0a64eb456 configs: explicitly nullable variable values
27,4666e930d4 Update CHANGELOG for #29826
30,f266d1ee82 "Add cloud integration option"
39,369264865e internal/plugin[6]: Add generated mocks
26,6dc1fed6d5 Clarify legacy Ui comments
38,14260a5b4c Adjust default workspace naming prompt
35,6d9c919f55 adds X-Terraform-Integration header
35,3d23a8e062 cloud: Fix version check regression
26,652a68715f cloud/e2e: Misc test fixes
46,f881c2d794 cloud: Skip E2E tests without an exact version
34,e364ef2905 cloud/e2e: Disable cost estimation
67,fc5863844c Cloud migration: ignore backend version check when empty worksapces
47,f5366468b4 Cloud Backend reference migrating away from TFC
32,2c0294c7e3 Tweak configuration copy for TFC
48,fabd8eb0b6 Fix broken rename behavior in tfe_client_mock.go
63,50997d9a32 Restore API version checking, with internal usage accounted for
62,cb26cbba22 Add tests for cloud.StateMgr() when TFC lacks local tf version
64,c99f5972de cloud.StateMgr(): Set terraform version AFTER creating workspace
29,aace0015c2 cloud: Fix E2E variables test
39,64fbb0b613 remove reference to AccessInternalTools
32,1ff7827416 Multi-state migration prompt fix
37,cc6de251d8 Update init reconfigure error message
24,85f0bc6198 Update go-tfe to e52963e
37,12a4af3e72 Temporarily skip API version checking
43,e16c53b561 Simplify/Consolidate the cloud conditionals
40,ab304d831f Found another path to backend init error
21,d29532cfeb tfc apply before init
47,e49f271eb5 Update copy for terraform init with cloud block
55,5ff2495ffa Update HasResource to HasManagedResourceInstanceObjects
19,86f93a2cbc Cloud UX test fixes
62,09d5b70b7a command/meta_backend_migrate:Tweak multi-to-single To TFC copy
44,dfb4609be2 Backend State Migration from cloud to cloud.
31,93bfcff61a More Terraform Cloud UX changes
46,261a2b49d3 UX for terraform init that copies state to TFC
37,d04c01573c Fix iterator in a couple of e2e tests
36,0cd9490838 PR Feedback: cleanup variable setter
45,f8256f6634 Update ux for "terraform init [-reconfigure]"
48,dc76bbee73 Backend State Migration: Add remote backend test
55,3fedd6898c Backend State Migration to `cloud`: Multiple Workspaces
47,baa72ce235 Simplify logic flow: everything is a constraint
46,83538fdd6b Shift errors to error file, improve error text
65,9857097b34 Add tests for version constraints in workspace terraform-versions
57,b43daeaa8d Cloud backend: accept version constraints from workspaces
42,0bae48bc01 update to tfc-integration branch of go-tfe
43,83337de654 Remove prefix from the cloud backend config
43,edbc84420c Run apply -refresh-state instead of refresh
32,bf02b5cb53 e2e test for cloud run variables
65,9963bf940a refactor: only fetch variables if unset variables are not allowed
64,dd856f8a1b Add run variables to cloud plan operations from non-file sources
53,dbbfae5a1c refactor ParseVariableValues into separate operations
38,55fc590904 Teraform Cloud Backend State Migration
30,7cc53fe163 cloud: Set minimum TFE version
37,46e47ed379 Use the 'tfe' service for everything.
30,412679522d Remove all constraint checking
75,a4e196d067 Port backend/local: Check dependency lock consistency before any operations
68,d5567b479c Fix terraform version in cloud e2e tests to ignore prerelease. (#29)
33,a387af6c61 Add auto-approve logic, e2e tests
66,ee384e8716 Attempt to set current Terraform version on new workspaces, always
39,aba7d96596 cloud: Support interop from 0.14 to 1.1
60,74e087dc29 Rename cloud.testBackendDefault -> cloud.testBackendWithName
65,d2b6b5f2b3 cloud: Align local and remote workspace name with 'name' strategy
14,a94b2405b1 static checker
23,594a390f84 Use context parallelism
32,1791b71196 cloud: TestCloud_backendWithTags
52,a97a1c8f66 cloud.MockClient: Use Contains() to implement Search
27,9bdf1d2579 Rename testBackendNoDefault
30,6dcd0db265 Map CLI workspaces by TFC tags
57,7a243379fb cloud: Refactor workspaceMapping concerns into strategy()
55,922a8e4488 Refactor private workspace fields into workspaceMapping
45,0a125c0400 Cloud: refactor setting attributes, add tests
35,8f49757f89 Add testing for Cloud PrepareConfig
23,471dd479e8 Update go-tfe to 26689e
37,34597c237f cloud: Don't ignore .log golden files
21,85f37f1aa5 Add missing log mocks
68,f4758803fe cloud: Backend implements new version of the backend.Local interface
27,18d54c1129 Allow cloud block overrides
27,07b3d015d1 Defer cloud block overrides
43,fccc873a3d Remove ability to declare a 'cloud' backend
52,a4c24e3147 Add cloud {} configuration block for Terraform Cloud
55,a5f063625a Replace generic host error messages for feature support
33,ea8ad0b15a Initial commit of 'cloud' package
59,9b62dd6901 Merge pull request #29648 from hashicorp/jbardin/tfproto6.1
30,583e3a5f0b use 11 for the panic exit code
41,bd37f43daa add note about calling PanicHandler first
30,d2d2508f5c write provider panics to error
21,f031fcaa97 no need for TF_FORK=0
21,d03a037567 insert panic handlers
48,3f31533f86 logging.PanicHandler can now be for internal use
35,42742c173d remove wrapped streams and readline
27,622c4df14c remove the use of panicwrap
87,ded4f1a0fd Merge pull request #29805 from hashicorp/alisdair/fix-init-workspace-select-input-false
44,0ef4fe0aab Merge pull request #29691 from ramj9/patch-1
68,9bb5a58e3c Merge pull request #29798 from hashicorp/lafentres/clarify-trim-docs
68,1f08f7dba8 Clarify the way the trim() function works and add some more examples
47,ecb98e1c43 command/init: Fail if -input=false but required
78,6d0521e6be Merge pull request #29803 from hashicorp/alisdair/init-backend-provider-errors
90,22923f9873 Merge pull request #29793 from hashicorp/alisdair/fix-remote-backend-migrate-version-check
48,d42d83572b cli: Fix backend init failure with deleted cache
19,5ca21afa75 Update CHANGELOG.md
68,92a9aa9b39 Merge pull request #29792 from hashicorp/alisdair/init-missing-cache
48,1729431520 backend/remote: Fix version check when migrating
17,6f1eceb0e2 Revert autoupdate
40,39de3ebec7 cli: Fix init failure with deleted cache
48,1190b95fe2 command/e2etest: Ensure init fixes missing cache
48,0fcb75020f Merge pull request #29784 from xiaozhu36/xiaozhu
42,00a1b7ffb9 Cleanup after v1.1.0-alpha20211020 release
28,4bb675059d Release v1.1.0-alpha20211020
19,a1092ecd19 Update CHANGELOG.md
56,5b266dd5ca command: Remove the experimental "terraform add" command
84,7afaea4cf2 backend/oss: Fixes the nil pointer panic error when missing access key or secret key
65,cdd5ee6fb3 Merge pull request #29773 from hashicorp/alisdair/init-lock-flags
76,1bc3e593f5 Merge pull request #29776 from hashicorp/alisdair/fix-flaky-init-cancel-test
47,c587384dff cli: Restore -lock and -lock-timeout init flags
31,fb58f9e6d2 cli: Fix flaky init cancel test
20,14f366dbf4 Update documentation
36,f32702c5c2 Support deprecated assume_role block
39,de8810cdd9 Merge branch 'hashicorp:main' into main
54,7d3074df46 go.mod: go get github.com/mitchellh/go-wordwrap@v1.0.1
47,e111c103b8 [Website]Terraform Integration Program (#29763)
19,3c64b9b604 update CHANGELOG.md
61,39779e7021 backend/remote-state/cos: Don't use github.com/likexian/gokit
67,ef3c98466d Merge pull request #29755 from hashicorp/jbardin/first-plan-lineage
64,8946d7ff20 build(deps): bump github.com/golang/protobuf from 1.5.0 to 1.5.2
47,88bddd7143 go.mod: go get go get golang.org/x/tools@v0.1.7
49,9c80574417 test planfile may need to have a specific lineage
46,5ffa0839f9 only check serial when applying the first plan
19,c76f54781a Update CHANGELOG.md
69,bee7403f3e command/workspace_delete: Allow deleting a workspace with empty husks
57,968f422681 Merge pull request #29753 from hashicorp/megan_update_msg
37,9b9b26a3cd update error message for invalid json
19,765bff1dd5 Update CHANGELOG.md
64,b0d10c9857 build(deps): bump github.com/xanzy/ssh-agent from 0.2.1 to 0.3.1
57,87e852c832 Merge pull request #29741 from hashicorp/jbardin/test-fix
50,73b1263a86 wrap multiple provider creations into a factory fn
36,965c0f3f91 build: Run staticcheck with "go run"
56,d76759a6a9 configs/configload: snapshotDir must be used via pointer
41,903ae5edfd fix test fixtures with multiple providers
57,e804fce63a Merge pull request #29740 from hashicorp/jbardin/test-fix
50,656f03b250 fix test fixture had the instance in the wrong mod
66,051629d74a build(deps): bump github.com/agext/levenshtein from 1.2.2 to 1.2.3
67,02ca4e970c go.mod: replace github.com/dgrijalva/jwt-go with .../golang-jwt/jwt
71,2fd5ca3767 build(deps): bump honnef.co/go/tools from 0.0.1-2020.1.4 to 0.3.0-0.dev
40,55f0d06314 go.mod: go get github.com/lib/pq@v1.10.3
59,eec4a838e0 Bump github.com/mitchellh/copystructure from 1.0.0 to 1.2.0
55,2dd15caf87 Bump github.com/hashicorp/go-plugin from 1.4.1 to 1.4.3
63,ef8f1b3e38 Merge pull request #29734 from hashicorp/jbardin/missing-change
96,69787e7f67 Merge pull request #29431 from hashicorp/dependabot/go_modules/google.golang.org/protobuf-1.27.1
49,2e6b6e9a6b go.mod: go get google.golang.org/protobuf@v1.27.1
33,3f4b680f1c Check for nil change during apply
69,3c942ee3ac Merge pull request #29720 from hashicorp/jbardin/destroy-plan-deposed
59,fc980887fe Merge pull request #29721 from hashicorp/jbardin/go-version
37,94ed6a0c84 update the go.mod format for go1.17.2
18,4c2dbec5b1 update to go1.17.2
20,05954a328d udpate CI go version
48,a036109bc1 add comment about when we call ConfigureProvider
60,71cbb2a81a Merge pull request #29719 from hashicorp/megan_invalid_creds
51,7dda3366a6 Update internal/backend/remote-state/gcs/backend.go
36,03f71c2f06 fixup tests for MockProvider changes
16,81201d69a3 check valid json
43,348c761bea add better error if credentials are invalid
43,22b400b8de skip refreshing deposed during destroy plan
44,ad9944e523 test that providers are configured for calls
42,d05fa3049e Cleanup after v1.1.0-alpha20211006 release
28,db1a97f9af Release v1.1.0-alpha20211006
73,09edbba81f Merge pull request #29550 from hashicorp/alisdair/json-format-version-1.0
39,b9f3dab035 json-output: Release format version 1.0
90,bea7e3ebce Backend State Migration: change variable names from one/two to source/destination (#29699)
34,44764ffdee fix broken logo in readme (#29705)
38,01b22f4b76 command/e2etest: TestProviderTampering
74,d09510a8fb command: Early error message for missing cache entries of locked providers
71,aece887a85 Merge pull request #29701 from hashicorp/jbardin/proposed-new-null-objs
47,58d85fcc2e add test for planing unknown data source values
44,18d354223e objchange: fix ProposedNew from null objects
86,6b87e63955 Merge pull request #29652 from hashicorp/alisdair/add-exhaustive-switch-statement-lint
69,c68422d125 Merge pull request #29682 from hashicorp/jbardin/less-data-depends_on
17,45dab1b956 replace an with a
19,9e0de1c464 Update CHANGELOG.md
70,df578afd7e backend/local: Check dependency lock consistency before any operations
60,702413702c plans/planfile: Include dependency locks in saved plan files
35,3f85591998 depsfile: SaveLocksToBytes function
61,6a98e4720c plans/planfile: Create takes most arguments via a struct type
56,8d193ad268 core: Simplify and centralize plugin availability checks
30,618e9cf8ec test for unexpected data reads
45,016463ea9c don't check all ancestors for data depends_on
41,fe671206cc Add detail about the protocol deprecation
31,0062e7112a Update publish.html.md (#29671)
66,c9a5fdb366 cliconfig: Fix error message about invalid credentials helper type
65,f93f16824c Merge pull request #29665 from hashicorp/jbardin/required_version
24,ab0322e406 remove debugging println
40,c2e0d265cf LoadModule now always returns the module
49,a53faf43f6 return partial config from LoadConfig with errors
50,625e768678 make sure required_version is checked before diags
68,f60d55d6ad core: Emit only one warning for move collisions in destroy-plan mode
69,372814e49a Merge pull request #29659 from hashicorp/jbardin/really-nested-within
43,cac1f5c264 refactoring: exhaustive NestedWithin checks
43,e09bad76ff build: Add exhaustive switch statement lint
72,a742d7ee88 Merge pull request #29649 from hashicorp/alisdair/json-ui-exhaustiveness
50,b699391d04 json-output: Add change reasons to explain deletes
66,8ce2254ad6 Merge pull request #29647 from hashicorp/jbardin/test-temp-cleanup
33,9847eaa9cf remove usage of MinItems/MaxItems
19,24a2bd6301 tfproto version 6.1
65,c8cd0b1e74 Merge pull request #29624 from hashicorp/jbardin/no-block-to-attr
88,50fac6afd8 Merge pull request #29645 from hashicorp/alisdair/verify-remote-terraform-version-update
48,57318ef561 backend/remote: Support interop from 0.14 to 1.1
79,f1e9d88ddc Merge pull request #29640 from hashicorp/alisdair/fix-refresh-only-with-orphans
19,5d620303eb Update CHANGELOG.md
19,0f76e3a4e1 Update CHANGELOG.md
62,d97ef10bb8 core: Don't return other errors if move statements are invalid
47,1bff623fd9 core: Report a warning if any moves get blocked
55,04f9e7148c command/format: Include deletion reasons in plan report
59,a1a713cf28 core: Report ActionReasons when we plan to delete "orphans"
62,7b99861b1c refactoring: Don't implicitly move for resources with for_each
38,9c078c27cf temp path clean for some backend tests
47,ceb580ec40 core: Fix refresh-only interaction with orphans
69,db6ca866fc Merge pull request #29627 from hashicorp/auto-select-single-workspace
71,171cdbbf93 command: Clean up testInputResponseMap before failing on unused answers
50,60bc7aa05d command: Auto-select single workspace if necessary
30,8706a18c4b refine the skipFixup heuristic
42,cd1d30ea95 Cleanup after v1.1.0-alpha20210922 release
28,d14bbbb6f2 Release v1.1.0-alpha20210922
20,3f1c15c792 Upgrade to Go 1.17.1
44,6b4e73af48 skip the blocktoattr fixup with nested types
39,83f0376673 refactoring: ApplyMoves new return type
72,d054102d38 addrs: AbsResource.UniqueKey distinct from AbsResourceInstance.UniqueKey
69,08a86b6c13 Merge pull request #29621 from hashicorp/error-on-unused-test-answers
69,8684a85e26 command: Ensure all answers were used in command.testInputResponseMap
43,4fe75bead3 Remove panic debugging information (#29512)
47,8f09e27597 Merge pull request #29567 from drasko95/patch-1
67,5386d6c5b8 Merge pull request #29603 from hashicorp/alisdair/moved-json-output
50,b59b057591 json-output: Config-driven move support in JSON UI
50,78c4a8c461 json-output: Previous address for resource changes
19,78705f4f10 Update CHANGELOG.md
66,f0034beb33 core: refactoring.ImpliedMoveStatements replaces NodeCountBoundary
70,ee9e346039 refactoring: ApplyMoves skips moving when destination address occupied
43,ef5a1c9cfe refactoring: ImpliedMoveStatements function
43,7f99a8802e addrs: MoveEndpointInModule.SelectsResource
65,2b6a1be18f Merge pull request #29597 from hashicorp/alisdair/move-refresh-ui
50,638784b195 cli: Omit move-only drift, except for refresh-only
43,61b2d8e3fe core: Plan drift includes move-only changes
47,9a7bbdab6f Fix terraform add test failure due to bad merge
76,d425c26d77 Merge pull request #29589 from hashicorp/alisdair/planfile-drifted-resources
65,1f57b7a8bd Merge pull request #29235 from magodo/terraform_add_output_append
66,dfbef12a6c Merge pull request #29598 from hashicorp/laura-add-mrui-to-sidebar
33,a8e5b6a4ad Fix alphabetical order of sidebar
53,4d1baaceab Add Machine-Readable UI to sidebar and add hyphen :-)
53,1bd5987a8c Merge pull request #29573 from hashicorp/renamed-typo
46,d5b5407ccc format: Fix incorrect nesting of Color/Sprintf
38,f0cf4235f9 cli: Refactor resource drift rendering
49,c4688345a1 plans: Add resource drift to the plan file format
44,bebf1ad23a core: Compute resource drift after plan walk
62,e6a76d8ba0 core: Fail if a moved resource instance is excluded by -target
56,b4594551f7 refactoring: TestValidateMoves/cyclic_chain can now pass
78,2afa0a5e75 Merge pull request #29580 from hashicorp/jbardin/proposed-new-empty-containers
50,331dc8b14c handle empty containers in ProposedNew NestedTypes
39,9029870613 handle NestedTypes in Block.CoerceValue
72,332ea1f233 backend/local: TestLocal_plan_context_error to fail terraform.NewContext
43,718fa3895f backend: Remove Operation.Parallelism field
46,172200808b Correct terraform.env deprecation message typo
62,d33a423722 Merge pull request #29571 from hashicorp/jbardin/tmp-dir-fixes
41,d0993b0e80 fix temp directory handling in some tests
84,dcf2d3c1ef Merge pull request #29494 from magnetikonline/docs-s3-backend-dynamodb-partition-key
63,8ed9a270e5 Merge pull request #29559 from hashicorp/jbardin/optional-attrs
41,7f26531d4f variable types should always be populated
46,53a73a8ab6 configs: add ConstraintType to config.Variable
43,43123d284e optional attrs should not be in ProposedNew
47,af4f4540a9 configschema: do not expose optional attributes
24,c8e2be76d2 Fix a documentation typo
70,65e0c448a0 workdir: Start of a new package for working directory state management
55,343279110a core: Graph walk loads plugin schemas opportunistically
60,38ec730b0e core: Opportunistic schema loading during graph construction
50,a59c2fe1b9 core: EvalContextBuiltin no longer has a "Schemas"
56,2bf1de1f5d core: Context.Schemas in terms of contextPlugins methods
57,80b3fcf93e core: Replace contextComponentFactory with contextPlugins
66,dcfa077adf core: contextComponentFactory doesn't need to enumerate components
72,d51921f085 core: Provider transformers don't use the set of all available providers
40,feb219a9c4 core: Un-export the LoadSchemas function
81,16e8bf028a Merge pull request #29563 from hashicorp/jbardin/optional-computed-nested-objects
31,782132da33 remove incorrect computed check
49,43f960b197 Merge pull request #28579 from ChadBailey/patch-2
45,48768a0037 Merge pull request #29451 from kmadof/patch-1
65,64a95fc29f Add docs on how to release a new major protocol version. (#29552)
82,540217635d Merge pull request #29549 from hashicorp/revert-29502-alisdair/json-format-version
48,cd29c3e5fd Revert "json-output: Release format version 1.0"
69,a819d7db3a Merge pull request #29502 from hashicorp/alisdair/json-format-version
42,1cd6c9fae2 Cleanup after v1.1.0-alpha20210908 release
28,4a0b8d1e09 Release v1.1.0-alpha20210908
56,cb5b159228 Update terraform_remote_state data source docs: (#29534)
54,ad634f60a5 Add clarification to message about community PR review
58,7f3a29b46e Merge pull request #29523 from hashicorp/alisdair/moved-ui
19,5e8806f397 update CHANGELOG.md
65,1ad0421e15 Merge pull request #29522 from hashicorp/jbardin/json-blocktoattr
46,29999c1d6f command: Render "moved" annotations in plan UI
77,a9dfe7ba7b Merge pull request #29521 from hashicorp/alisdair/disable-experiment-warnings
50,ac2a870ea0 allow json output to marshal ConfigModeAttr blocks
73,3c518880d3 Merge pull request #29509 from drewmullen/d-module-source-revision-option
49,06956773dc configs: Disable experiment warnings at link time
40,7c7e5d8f0a Don't show data while input if sensitive
32,e3b6c6403c include sha example and git docs
62,1e1d47d16d Merge pull request #28345 from yvespp/destroy_provisioners_doc
34,fa4c590f51 Apply suggestions from code review
68,4f10de2ac6 Merge pull request #29490 from hashicorp/dont-ignore-log-goldenfiles
47,73a3bb2702 Merge pull request #28334 from paultyng/patch-1
27,9e71da61eb Remove several ignore rules
39,b60f201eed json-output: Release format version 1.0
60,05f21cdff8 Merge pull request #29492 from hashicorp/jbardin/staticcheck
10,863963e7a6 de-linting
27,34325d5b66 add staticcheck to circleci
27,a3fb07d008 add staticcheck make target
59,f238e9395a Quality of life: updated all AWS document links to https://
80,110d482033 Update S3 backend documentation - DynamoDB uses Partition keys, not primary keys
24,5eb7170f70 add staticcheck to tools
67,7c02ef6220 Merge pull request #29482 from hashicorp/jbardin/computed-obj-attrs
16,f195ce7fd4 remove temp test
19,48859417fa Update CHANGELOG.md
48,7803f69d42 core: Enable TestContext2Plan_movedResourceBasic
48,89b05050ec core: Functional-style API for terraform.Context
48,4faac6ee43 core: Record move result information in the plan
68,22b36d1f4c Field for the previous address of each resource instance in the plan
36,ea68d79ea2 nested object values can be computed
38,903797084a objects vs maps in nested object types
45,7ca6be8285 correctly verify planned nested object values
47,c29e10b0f1 Merge pull request #29480 from Lasthalf/patch-1
21,b1d56076a4 generated -> generate
44,fee0bffed3 Merge pull request #29445 from likexian/main
56,6562466c32 Be explicit that community PR review is currently paused
71,daad109067 Merge pull request #29063 from moskyb/s3-backend-kms-permissioning-note
53,49b31d005a Added required paramter `resource_group_name` for MSI
45,cb6218ac65 Merge pull request #28310 from gastrodon/main
45,0a78072a2b Merge pull request #28089 from jnerin/patch-1
52,03849d850a Merge pull request #28486 from joshschmitter/patch-1
36,cb41b158f1 concise use of "relative complement"
66,3018289bbf Merge pull request #29449 from hashicorp/laura-fix-jsonencode-note
31,d427c81a89 Update jsonencode minified note
56,dffb8b4a16 Merge pull request #29088 from brenthc/minify_jsonencode
31,ed84cb886e Apply suggested wording update.
44,5863af448f Merge pull request #28784 from TAYTS/patch-2
45,c1d16c7421 Merge pull request #29311 from NargiT/patch-1
69,6235453d21 Merge pull request #29358 from moajo/add-s3-delete-object-to-document
50,d0bc382797 Merge pull request #29359 from 45deg/45deg-patch-1
45,c8dfaa12cc Merge pull request #29433 from fedorg/patch-1
49,d2f80f35b1 Merge pull request #29316 from alkis-hexa/patch-1
22,3f876d14d8 fixed tencentcloud tag
64,960f736bc2 build: CI check to verify that the protobuf stubs are up-to-date
48,ce96d82de0 build: Centralize our protobuf compilation steps
53,249e05f827 Merge pull request #29437 from hashicorp/jbardin/move
85,40dd4292b8 Merge pull request #29438 from hashicorp/alisdair/init-force-copy-multiple-workspaces
46,30afb492ab fix ApplyMove test with nested modules working
46,bc60f7aae4 Extend CanChainFrom to handle relative modules
68,dbee7e1492 Merge pull request #29435 from hashicorp/alisdair/fix-add-state-lock
45,2762a940c0 command: Suppress prompt for init -force-copy
41,70a4f7a6b6 command: Fix stale lock after running add
36,4fd3bd4911 remove large sections of empty space
69,498dc36635 Merge pull request #29421 from hashicorp/jbardin/tencentcloud-cleanup
64,b8daf58622 Merge pull request #29420 from hashicorp/upgrade-aws-sdk-go-base
32,b543705840 cleanup tencentcloud missing tag
66,e113974fb2 Updates `github.com/hashicorp/aws-sdk-go-base` from 0.6.0 to 0.7.1
13,322971f5ad update go.sum
53,11561b22cd Merge pull request #29330 from hashicorp/jbardin/move
19,d0fc5e5262 Update CHANGELOG.md
40,43d753e727 command: "terraform add" is experimental
15,553d6525d2 more move tests
50,2dff0481c8 missed relMatch for AbsModuleCall in SelectsModule
64,8ff7e65bd6 Merge pull request #29017 from luxifr/upgrade-aws-sdk-to-1-38-42
47,e1b702b8d0 Merge pull request #29417 from jonesetc/patch-1
46,b574c03dd1 Merge pull request #29271 from kebroad/patch-1
46,9dde62ef5d Merge pull request #29257 from robe007/patch-1
26,e4e5f5a1a4 Fix link to index function
