words,commit_message
53,551eedcf26 Document the data source interpolation usage (#14144)
39,1df7e3afad acceptance test for SNS delivery policy
73,64cd64d061 Document that data sources support meta parameters such as count (#14143)
19,a6b0c67d54 Update CHANGELOG.md
64,b75d315690 Merge pull request #14134 from hashicorp/b-fix-panic-remote-exec
140,bd51a4db22 provider/azurerm: Pull request #14099 Removed unused Azure Go SDK clients; Safe guard ElasticPoolProperties in resourceArmSqlElasticPoolRead
126,8491fb9498 provider/azurerm Completed test TestAccAzureRMSqlDatabase_elasticPool to verify creating a SQL database in an SQL elastic pool
99,f41594952e Merge commit 'a5908cd288d5ab3754d47376ce162369e569bba2' into public-feature/azurerm-sql-elasticpool
73,adb789f0f8 aws_route53_record: Only unquote the record types that we quote. (#11257)
47,c3b89954b9 Merge pull request #14123 from zaharcan/patch-1
47,cca472ae03 Merge pull request #14125 from zaharcan/patch-2
63,b2ae6fe392 provider/dme: Save records in lowercase to avoid diffs (#14130)
19,8d286b83ea Update CHANGELOG.md
41,d80885f746 Importability for Google DNS Managed Zone
81,cfbe11850d provider/google: add support for networkIP in compute instance templates (#13515)
69,8ae5ad46e0 provider/google: Add pagination for reading project services (#13758)
19,f4b7d9c53b Update CHANGELOG.md
81,a8e4a9bf07 provider/aws: Update `aws_emr_cluster` to support Security Configuration (#14133)
63,7e5eeb2268 provisioner/remote-exec: Fix panic from remote_exec provisioner
19,08e778c883 Update CHANGELOG.md
78,3a01d5f5e1 Merge pull request #14104 from rlweb/feature/aws_dynamodb_table-add-timetolive
47,a459bac06a Merge pull request #14121 from iamjarvo/patch-2
55,acaffd9dbb Update news section with April 4 webinar video (#14109)
13,64b5ff54eb Fix vet issue
29,cd8cafb4f4 Update rule_set.html.markdown
26,18585f3ec0 Update graph.html.markdown
18,2229d65043 Add import example
19,c807b8b623 Update CHANGELOG.md
62,05654b02a2 Merge pull request #14078 from justincampbell/heroku-pipelines
19,1ad9168a86 Update CHANGELOG.md
63,143c8bbdfe docs/aws: Add undocumented fields to all WAF resources (#14091)
19,51d2e9f349 Update CHANGELOG.md
71,4939e24ca0 Merge pull request #14103 from travertischio/fastly-optional-conditions
48,61f45dd585 provider/heroku: scope valid stage names to func
38,02bb1e6907 provider/heroku: Output IDs on failure
47,3d4f1ba4f3 provider/heroku: Remove unused argument in test
49,3a87ca4a43 provider/heroku: Prefer struct for required attrs
47,ccb1b7ebec website: Add docs for Heroku Pipeline resources
42,e2b361f603 provider/heroku: Allow renaming a pipeline
41,dd48b5b7e7 provider/heroku: heroku_pipeline_coupling
45,40805bb80c provider/heroku: Add heroku_pipeline resource
19,c1ab56915f Update CHANGELOG.md
68,86903a951f Merge pull request #14092 from gazoakley/iam-database-authentication
47,df777566f9 provider/aws: Update s3 bucket docs to fix typo
61,9be6aa200a Merge pull request #14084 from hashicorp/paddy_goog_app_creds
73,8230a5ded8 provider/aws: aws_dynamodb_table Add support for TimeToLive. Fix errcheck
59,27d3d2a871 provider/aws: aws_dynamodb_table Add support for TimeToLive
56,041d5a369e Makes cache setting condition optional in fastly service
60,3489795396 Makes request condition optional for fastly request settings
38,720ae3dea0 Added resource azurerm_sql_elasticpool
68,f17c5ee664 Added vendor dependency to github.com/Azure/azure-sdk-for-go/arm/sql
12,909d06a72a Updated docs
45,21f4848006 provider/aws: add additional custom endpoints
48,e4c732b34c Add support for IAMDatabaseAuthenticationEnabled
29,46cb9d30f3 Added default to event source
47,73839a6e0c provider/aws: Allow WAF Rule with no predicates
51,e520439215 provider/aws: Allow updating predicates in WAF Rule
62,15704cc6ee Merge pull request #14088 from hashicorp/jbardin/hook-nil-diff
43,947db2304a it's possible to get a nil diff in PreApply
19,8101a60b72 Update CHANGELOG.md
70,df129129ba Merge branch 'craigknott-provider/aws/data_source_aws_efs_file_system'
66,be002d9345 provider/aws: Add documentation for the EFS File System DataSource
48,9dffeddbb7 Document GOOGLE_APPLICATION_CREDENTIALS support.
163,6f4f13e462 Merge branch 'provider/aws/data_source_aws_efs_file_system' of https://github.com/craigknott/terraform into craigknott-provider/aws/data_source_aws_efs_file_system
19,c72998062e Update CHANGELOG.md
62,7c59f7e282 provider/aws: Add EMR Security Configuration Resource (#14080)
19,1edc4555ad Update CHANGELOG.md
69,d091881fb0 Merge pull request #14079 from hashicorp/b-instance-source-dest-check
21,8784f3de93 merge upstream master
19,7b61ae5f4f merge origin/master
65,1e80f4ff61 redirect output of az login to /dev/null to hide SPN detail (#11)
58,d3c1f4b48d provider/aws: Fix source_dest_check with network_interface
19,0eb191d3a3 Update CHANGELOG.md
62,ba52f8045f Merge pull request #14077 from hashicorp/triton-allow-insecure
47,eaed36b47e provider/triton: Add `insecure_skip_tls_verify`
40,01714eceb5 deps: Update github.com/joyent/triton-go
78,5c4d85d7dc Merge pull request #14022 from hashicorp/skierkowski/tfe-state-docs-0-9-update
19,362ad5d7fa Update CHANGELOG.md
45,fcddc1d077 Merge branch 'zero-below-triton_cloud_config'
42,04436e4cbd provider/triton: Clarify cloud_config docs
19,b142c04db2 removing whitespace
65,8cee4eb12b Adding a deprecation warning on 'terraform remote config' command
48,93a0bad923 provider/triton: Add metadata key for cloud-init
58,8ec67413be providers/heroku: wait for spaces to be allocated (#14052)
44,ece4b13305 Merge pull request #14054 from dtzar/patch-1
38,b88098b511 Messed up the CheckDestroy attributes.
44,106c023a29 Adding import for the compute_route resource
118,7c4a242661 Fixes the bug where sns delivery policy get always recreated (see https://github.com/hashicorp/terraform/issues/14024)
38,4438a06891 merge branch topic-101-vm-simple-linux
31,291305bddb run CI on branch prior to merge
19,990b6759f1 Update CHANGELOG.md
83,93e5d573ce provider/aws: Exclude aws_instance volume tagging for China and Gov Clouds (#14055)
14,001acd666c merge upstream
40,5f577c7b3a added az vm show between apply & destroy
26,121a60192f Enabled CI runs for master
30,714076043e updated incorrect descriptions
48,7a34501edf removed container resource; added terraform show
19,eeecf5183c Update CHANGELOG.md
100,2b911dcc58 provider/google: ignore certain project services that can't be enabled directly via the api (#13730)
21,9d4a23d9a8 fix example templates
62,3b47f9439b providers/heroku: use resourceHerokuAppFeature prefix (#14051)
69,973eda94c7 Merge pull request #14045 from hashicorp/paddy_project_metadata_tests
33,9f3afb4ea7 Fix both Radek & Dana's comments.
19,0f47cd47d8 Update CHANGELOG.md
76,0317a244eb provider/aws: aws_spot_instance_request not forcenew on volume_tags (#14046)
19,d8c839f643 Update CHANGELOG.md
90,ccb34b702d provider/digitalocean: prevent new resources when using ID's of images with slugs (#13879)
43,8aadf6ecdd provider/google: fix project metadata tests
111,77775462ff consolidated deploy and after_deploy into a single script; simplified ci process; added os_profile_linux_config
79,170b5cff3c Merge pull request #14042 from hashicorp/paddy_ds_google_network_test_randomize
14,64b52ee25f merge upstream
34,829b69625b early prep for CI of examples (#7)
33,7781baa24b Change fmt error to errwrap wrapf
77,12e7412434 provider/digitalocean: Log HTTP requests & responses in DEBUG+ level (#14039)
106,aa2e02ab14 Added data source for aws_efs_file_system, heavily based off of resource_aws_efs_file_systems read method.
57,ece9f85983 provider/google: randomize network data source test name.
19,e4861f8eee Update CHANGELOG.md
54,2dd7e72674 Fix for getting partition for federated users (#13992)
73,78c2720a4c Merge pull request #13793 from paybyphone/data_source_plan_count_boundary
58,d6560b96d7 provider/heroku: Update docs to include heroku-app-feature
19,fed99cb30c Update CHANGELOG.md
58,e495c6bacc providers/heroku: add heroku_app_feature resource (#14035)
19,2af1bd9fe0 Update CHANGELOG.md
50,e91d915154 Merge pull request #13956 from weargoggles/patch-1
60,bfc1008b4d provider/digitalocean: Remove unneeded droplet test (#14034)
74,086af4bd62 provider/aws: Retry setting KMS key rotation on DisabledException (#14029)
60,42c7d00568 docs/digitalocean: Add image data source to sidebar (#14030)
82,238beaea33 Docs: `dir` flag in `get` cmd -> root module def. in `modules/index.html` (#13940)
54,c6ad44de10 update error response when env does not exist (#14009)
26,d615332d80 Updating to include #13965
70,a23201a415 Merge pull request #13965 from codekoala/azurerm_lb_private_ip_address
52,a3e775cb94 Rename datasource_digitalocea{l,n}_image.go (#14025)
60,56f6aa16c4 renamed scripts to be more intuitive; added check for docker
37,3f7a117148 build: Fix Travis vet issues (#14010)
17,f635bbd031 updated build dir
69,8eb3ac2b71 Merge pull request #14020 from hashicorp/paddy_global_address_ip_docs
58,89fba0c34e Make global forwarding rule docs clearer for IP addresses.
73,94ed759663 Updating guide to reference runs and applies instead of remote state push
46,9e791ad357 Update steps per new state management commands
49,05a76297e7 Removing reference to remote state pushing in TFE
46,652abc72c5 Merge remote-tracking branch 'upstream/master'
19,95dc807e2d Update CHANGELOG.md
72,cf6e86a127 providers/heroku: use a helper for common app post-create tasks (#13990)
47,ec7869c6a8 Merge pull request #14012 from danawillow/tests
53,ccefdc9596 Merge pull request #14013 from hashicorp/OPCDocUpdate
33,aed450c4b0 Update OPC to Oracle Public Cloud
39,9942c157ac provider/google: a few quick test fixes
42,6ccc4183f5 Update Vagrantfile to use go1.8.1 (#14008)
69,1ce99f6929 added deployment script for mac; ensured managed disks are being used
19,aca8e4fe6c Update CHANGELOG.md
66,c953a2fc41 provider/aws: Set aws_instance volume_tags to be Computed (#14007)
30,55d5f99ca4 providers/google: cloud_router
19,9b94fae81e Update CHANGELOG.md
19,c29a97aedf Update CHANGELOG.md
58,f9ba882f73 provider/aws: Update aws_ebs_volume when attached (#14005)
42,0ffb5aa1d6 Fix vet errors in fastly provider (#14001)
19,552073bc85 Update CHANGELOG.md
55,77a24f8a5b Merge pull request #14000 from hashicorp/triton-envvars
19,a7f9f2d8a2 Update CHANGELOG.md
35,5d40be3209 reformat incorrectly formatted file
47,69ba1d4bad provider/triton: Read TRITON_* as well as SDC_*
55,f094dda901 Merge branch 'master' of github.com:hashicorp/terraform
47,972232f5c3 Merge branch 'richardc-feature/gitlab_provider'
73,fd48f91876 provider/gitlab: Addition of the documentation link for gitlab to sidebar
117,898ac02854 Merge branch 'feature/gitlab_provider' of https://github.com/richardc/terraform into richardc-feature/gitlab_provider
19,192601bfa1 Update CHANGELOG.md
61,b14c84d82a Merge pull request #13988 from hashicorp/p-opc-ip-association
17,fc942c6202 refactor the read
88,790874b372 Iterate over loadBalancer.LoadBalancerPropertiesFormat.FrontendIPConfigurations directly
76,39d7400813 provider/aws: Change running of CloudTrail tests to not be parallel (#13982)
45,fa9fc4bfac provider/aws: Bump AWS SDK to 1.8.16 (#13953)
19,04cacdf055 Update CHANGELOG.md
19,69e28c6b0b Update CHANGELOG.md
91,011cab5917 provider/aws: Add support for CustomOrigin timeouts to aws_cloudfront_distribution (#13367)
34,be265479a9 correct spelling mistakes (#13979)
19,1d1d44b7be Update CHANGELOG.md
40,ae7df37e6f Make dnsimple_records importable (#9130)
105,fdf55c7c68 provider/oneandone: removing the types from the docs as they were markdown links that didn't go anywahere
72,7448e832b3 provider/alicloud: Migrating documentation from sidebar regex to strings
30,74eec4fab5 release: clean up after v0.9.4
6,277bbf65d1 v0.9.4
19,6939345c42 Update CHANGELOG.md
61,64134418a5 Merge pull request #12933 from hashicorp/f-network-interfaces
19,1024976cdf Update CHANGELOG.md
67,6ff114a178 provider/google: fix panic in GKE provisioning with addons (#13954)
53,686d10af4a Update cloudwatch_event_target.html.markdown (#13964)
50,d3687fc9e9 Expose any dynamically-assigned private IP address
64,2636deb8b4 Merge pull request #13961 from kjmkznr/fix-alb-listener-rule-doc
63,58759b1167 Merge pull request #13941 from hashicorp/jbardin/sigint-message
45,dea267218c docs: Fix parameter name of aws_listener_rule
19,e06a376842 Update CHANGELOG.md
80,76b0eefacc Fix validation of the `name_prefix` parameter of the `aws_alb` resource (#13441)
44,87ebc19ae5 Merge pull request #13785 from bhood4/master
19,b873a4594f Update CHANGELOG.md
50,1e9593fa61 Merge pull request #13952 from danawillow/is-13823
19,381514a70d Update CHANGELOG.md
62,22ed31c7a6 Merge pull request #13921 from bernerdschaefer/bs-create-space
30,e7c904a87d Add note about type conversion
26,26d6a562f1 Use // for inline comments
70,74ee782f71 Merge pull request #13955 from hashicorp/f-improve-cloudformation-docs
38,b1c03e93df Document TLS options in Nomad provider
74,8ac89c7860 provider/aws: Improve documentation for the cloudformation_stack resource.
19,0fa5aefb96 Update CHANGELOG.md
74,f4015b43c5 provider/aws: Support aws_instance and volume tagging on creation (#13945)
19,0e0a5150ff Update CHANGELOG.md
40,ad604d91dc Add TLS options to Nomad provider schema
48,d721ff6d66 provider/aws: Sort AMI and snapshot IDs (#13866)
19,9f99fc46ce Update CHANGELOG.md
66,b0f8ab492e Merge pull request #13862 from bernerdschaefer/bs-heroku-app-space
19,048bfd6f36 Update CHANGELOG.md
58,4ad3cc3647 Merge pull request #13937 from tomelliff/filter-subnet-ids
19,f59ed4a736 Update CHANGELOG.md
49,33c5b7c98f Merge pull request #13919 from mcuadros/fix-11518
79,eb374b795b provider/aws: Add test for SNS subscription w/ autoconfirming endpoint (#13912)
19,fbd7c4ef92 Update CHANGELOG.md
76,e7c3575499 provider/google: add attached_disk field to google_compute_instance (#13443)
21,87db8b3b43 use validation helper
72,6d3251b08d provider/google: documentation and validation fixes for forwarding rules
65,9c42866887 Merge pull request #13942 from hashicorp/p-aws-glacier-vault-test
71,5c946a747d Merge pull request #13948 from hashicorp/f-add-hcl-tags-update-docs-opc
34,77b996df6a provider/opc: Update documentation
19,423bc0dfaa Update CHANGELOG.md
35,2871641c8f Merge #13652: template_dir resource
46,c55a4b3a51 Merge branch 'master' into bs-heroku-app-space
49,da49171b06 website: flesh out docs for template_dir resource
58,eaac9fbca3 provider/template: template_dir explicitly create dest dir
70,eda2550074 provider/template: template_dir: don't crash if source dir nonexistent
70,f721608e4e provider/template: Add a 'dir' resource to template entire directories
26,7130755d8b Randomizes basic test name
29,1e0f4d5e5e Randomizes glaciar vault name
68,f4168d97f0 Merge pull request #13922 from hashicorp/jbardin/remote-state-backup
47,7dad3f4d48 remove redundant output when interrupting apply
48,6ef7c83ec5 add data-loss warning to SIGINT handler in apply
19,4441c6f53b Update CHANGELOG.md
63,f0272f5b14 Merge pull request #13918 from hashicorp/p-aws-ecs-service-test
67,c839a7b2ff Merge pull request #13910 from bernerdschaefer/bs-heroku-buildpacks
26,8d48c4743c Updating to include #13933
80,414060c83b Documented aws_api_gateway_usage_plan.api_stages attributes as required (#13930)
50,c38d5470a5 Merge pull request #13933 from hashicorp/fix-13927
25,af3ba9a02c cleanup conditional logic
41,bc46b1cbf9 Allow filtering of aws_subnet_ids by tags
59,5121995100 Ignoring the case of the create_option field. Fixes #13927.
37,4622960835 Fix import path on provider-localfile
41,563cfd00df always wrap remote state in a BackupState
16,7a07c4e99c update CHANGELOG
16,10ee31d5a2 update CHANGELOG
16,81e8db56f0 Fix typo in docs
7,de54855f63 Website
14,3a77aafe49 merge upstream
14,dbf82e651e Implementation
39,43257492b9 Add first failing test for heroku_space
55,5d4e0490ae Merge branch 'master' of github.com:harijayms/terraform
49,10ddf607e3 provider/aws: Add `network_interface` to instance
46,537d3333ff Merge remote-tracking branch 'upstream/master'
23,15aabe93c3 Randomize mongodb names
58,6daef74e9b Merge pull request #13917 from hashicorp/sethvargo-patch-1
19,6e6c5368d2 Update CHANGELOG.md
82,1eeb3c41e3 provider/aws: Allow AWS Subnet to change IPv6 CIDR Block without ForceNew (#13909)
44,b64c9a73cc Document that random_pet is referenced by id
55,f2ba2a3088 Merge branch 'master' of github.com:harijayms/terraform
19,e079e5fa28 Update CHANGELOG.md
60,d4dafbe0da Merge pull request #13766 from hashicorp/b-aws-waf-ipset-fix
14,2362bd7e8f merge upstream
30,afb164b79a Topic 101 vm simple linux (#1)
47,f33afb7e4e provider/aws: Support IPSets with 0 descriptors
57,01aa3fd76a provider/aws: Fix WAF IPSet descriptors removal on update
117,e4b1cf7f91 Merge branch 'topic-101-vm-simple-linux' of https://github.com/10thmagnitude/terraform into topic-101-vm-simple-linux
35,5850bc8cf9 azuredeploy.tf to main.tf in README
52,942c23a554 Merge branch 'master' into topic-101-vm-simple-linux
19,2db0e12e63 Update CHANGELOG.md
72,cda84b1674 provider/aws: Expose invoke ARN from Lambda function (for APIG) (#13890)
19,28851ef5d9 Update CHANGELOG.md
76,3c2a40a192 provider/aws: Expose execution ARN + invoke URL for APIG deployment (#13889)
10,938402edba bad syntax
65,61d183eded provider/digitaocean: Test that droplets are indempotent (#13883)
47,acdb5c659a provider/heroku: set app buildpacks from config
19,441b86ac86 explicit build dirs
23,679aa2e014 run script in wrong dir
39,fcffe2d82b easier to export in before_deploy block
19,d4ea91a029 removal of extra cd
16,d0e8c2816c fixed travis cfg
19,b7bdd550ac Update CHANGELOG.md
74,5681a47260 Merge pull request #13878 from hashicorp/f-core-computed-fields-validation
21,986b0682ea travis syntax changes
25,9232165e20 rename; and execute perms
19,7d6d524945 Update CHANGELOG.md
77,1d350ed5ef provider/aws: Adding support for ipv6 to aws_subnets needs migration (#13876)
73,46fd77bbed Clears branch protection from state only if error is an HTTP 404 (#13887)
19,ccfdc3c6c3 branch restrictions
13,02952cac6f cleanup/reorg
30,3e498199e9 fixed broken syntax for travis
22,9a7e42459b cleanup; sane defaults
72,fe15c68aa9 provider/aws: Fix-up TestAccAWSIAMInstanceProfile_missingRoleThrowsError
26,1206ab9865 Updating to include #13899
58,a7401ad354 Merge pull request #13899 from hashicorp/azurerm-redis-bug
64,04bf00f0c6 Comment explaning why we can have deleted resources in the state
7,277683833e cleanup
59,9b5055112a provider/azurerm: Updating the Redis Documentation (#13893)
19,4239c6a441 Update CHANGELOG.md
49,78bc9ed09d Merge pull request #13861 from hashicorp/pr-10594
48,8e58be37c7 Ensuring the Redis instance exists. Fixes #13896
66,631b0b865c provider/gitlab: add gitlab provider and `gitlab_project` resource
26,105167c6cb Updating to include #13885
66,7368ea4119 Merge pull request #13885 from tomelliff/validateWafRuleMetricName
25,18c6c3b47b Validate WAF metric names
71,a217acf789 ignition: internal cache moved to global, instead per provider instance
67,cb2f224180 provider/rancher: Remove DiffSuppressFunc from Computed-only fields
62,3954276490 provider/consul: Remove ValidateFunc from Computed-only fields
63,f95b37638d provider/circonus: Remove ValidateFunc from Computed-only field
75,9867ce4dde helper/schema: Disallow validation+diff suppression on computed-only fields
44,42473d5129 Update route53_record.html.markdown (#13677)
19,eced7e39d4 Update CHANGELOG.md
74,399cf72414 Fixes issue for cross account iam role with aws_lambda_permission (#13865)
19,6327796f4a Update CHANGELOG.md
51,00c6958704 aws: Separate acc test for R53 zone w/ trailing dot
66,e2ee211b7b provider/aws: fix aws_route53_zone force_destroy behavior (#12421)
73,8343d5908f provider/digitalocean: Improve test coverage for droplet pricing (#13868)
59,891e517879 provider/aws: Updated documentation for Cloudfront (#13874)
19,2279d8ae35 Update CHANGELOG.md
67,ff9af4c90b Add tagging support to the 'aws_lambda_function' resource. (#13873)
37,34d0c450ff updated to best practices/conventions
75,9aaf220efb Merge pull request #13863 from hashicorp/jbardin/computed-list-requires-new
47,caadb4297f make sure a computed list is can be RequiresNew
52,b1763e262a Restore stringer-generated files back to new version
16,7dd598baac Document `space`
37,fd98f1e0c5 providers/heroku: create app in space
11,44714c094b expand docs
60,5f8b6091de provider/aws: Adds aws_network_interface_attachment resource
51,9ef947b0c3 Merge remote-tracking branch 'origin' into pr-10594
19,623962ac16 Update CHANGELOG.md
48,70bc1e1dcc Merge pull request #12537 from Pryz/coalescelist
63,d7212405a2 Merge pull request #13856 from hashicorp/b-retryablehttp-vendor
19,a45c3a8060 Update CHANGELOG.md
52,00763ff7cd vendor: update github.com/hashicorp/go-retryablehttp
81,4f00fa6474 provider/google: Make ports in resource_compute_forwarding_rule ForceNew (#13833)
58,f4a37ed19a Merge pull request #13854 from hashicorp/jbardin/testraces
19,e93ff74bf1 Update CHANGELOG.md
42,f9fb6010ee config: "matchkeys" interpolation function
63,7ff92746a2 provider/rabbitmq: Add test for binding properties_key (#13797)
19,c2bd3b5fd4 Update CHANGELOG.md
19,242913a00a Update CHANGELOG.md
29,8995f1afdb provider/fastly: GCS (#13553)
19,5ce5348070 Update CHANGELOG.md
53,7cc4018577 provider/aws: Fix security group rule import (#13630)
68,358e1c2890 provider/oneandone: Adding the documentation to the sidebar (#13853)
36,ad1cef4227 fix a few races in the context tests
19,71139988dc Update CHANGELOG.md
70,022d0cd14f Merge pull request #10590 from pielu/aws/feature/r-net-iface-ips-count
19,f9bb8f6b61 Update CHANGELOG.md
67,a7ccf1c76b Merge pull request #13846 from hashicorp/b-update-opc-instance-docs
19,38c3eb70c1 Update CHANGELOG.md
27,61499cfcf0 Provider Oneandone (#13633)
46,2eaf6beff0 provider/opc: Fix Instance Label / Update Docs
19,525a21a104 Update CHANGELOG.md
64,72a14ef2bb provider/aws: Add IPv6 outputs to aws_subnet datasource (#13841)
19,ae9e40c950 Update CHANGELOG.md
63,2aac8fb8fc Add `aws_ami_ids` and `aws_ebs_snapshot_ids` resources (#13844)
55,c2a1e688cb Add DigitalOcean datasource digitalocean_image (#13787)
19,be0390e561 Update CHANGELOG.md
60,dca89519ec Merge pull request #13825 from hashicorp/jbardin/reconfigure
49,1a21a388f5 vendor: bring in github.com/xanzy/go-gitlab 0.5.1
76,214a212704 provider/aws: Make iam_role_attachment example not throw any errors (#13843)
19,deea8d7603 Update CHANGELOG.md
78,0aad5f2c43 provider/aws: Add replica_source_db to the aws_db_instance datasource (#13842)
19,f3160cdb9b Update CHANGELOG.md
69,352a5c753f provider/aws: Changing aws_opsworks_instance should ForceNew (#13839)
19,d86b0b6eef Update CHANGELOG.md
50,80d940d154 provider/aws: Added Cognito Identity Pool (#13783)
19,7c77687a55 Update CHANGELOG.md
55,82293bf59e Merge branch 'master' of github.com:hashicorp/terraform
45,0b63451800 Merge branch 'skalle-olakar_g-network-import'
67,83c4d5d71d provider/google: Documenting the import process for compute_network
113,1913d72212 Merge branch 'olakar_g-network-import' of https://github.com/skalle/terraform into skalle-olakar_g-network-import
56,2a7b0e7e36 provider/ns1: record documentation improvements (#13786)
36,1654464a64 Update environments.html.md (#13353)
19,43d518342c Update CHANGELOG.md
68,081121d29b Fix invalid MIME formatting in multipart cloudinit userdata (#13752)
44,3af9aa283d Adding Import to the Google network resource
55,6c3c85d05f simplified deploy.sh, fixed after_deploy delete via cli
8,21cd620ef9 PR fixes
19,f30da761de Update CHANGELOG.md
19,7d8c78a3d4 Update CHANGELOG.md
57,6465d79faa Merge pull request #13826 from hashicorp/b-opc-nat-update
21,a22576dee5 Updated other vendors
16,bb6ef3fd3e update init docs
26,0e0f0b64b9 add init -reconfigure test
32,7aa2ce8341 add -reconfigure option for init
48,494a18a4ad Fixes panic from occuring with unqualifying nats
46,85ecb06926 Merge remote-tracking branch 'upstream/master'
53,20d8a07ad0 azure cli after_deploy step working properly; cleanup
48,c1c3127d8e config: Generate error copy from valid types map
49,cf775ded0e config: Add 'list' to variable type error message
19,6e489a5e83 Update CHANGELOG.md
47,f3b5a883b7 Add `bucket_prefix` to `aws_s3_bucket` (#13274)
364,d378e30b1d Fix crash for outputs of type Object (#7353), and support bool and int outputs Included in this fix: 1) No crash 2) Debug log indicates problem, otherwise unsupported outputs are ignored 3) String, bool and int outputs are supported 4) Documentation indicates these limitations What is not included: 5) Array, object, securestring, secureobject still not supported
19,280b9cf74d Update CHANGELOG.md
58,d5207e17ed Add ability to associate healthcheck to a backend (#13539)
52,fa5cc7eb34 website: Fix mobile link to correct project (#13819)
64,600a117301 Merge pull request #13671 from JDiPierro/google_address_name_fix
56,565f0a4e0f `roles` deprecated in docs & code error message (#13622)
26,86f68f4aa8 better passing of env vars
19,24c33106ff Update CHANGELOG.md
57,3f0934bd4e provider/aws: Add aws_kinesis_stream data source (#13562)
62,10f48d565e cleaned up argument passing;removed quotes from container args
15,4edbc8bd92 fixed plan args
15,d89e652729 forgot \ at eol
20,f04718040c env vars need quotes
19,bf8374c048 Update CHANGELOG.md
57,35388cbc31 Merge pull request #13468 from hashicorp/f-oracle-compute
38,372605c5bb added env variables to terraform:light
35,3a1adfc3e1 simplified travis.yml and deploy.sh
19,164a5968ee Update CHANGELOG.md
73,195ad5ef02 provider/logentries: Refresh from state when resources not found (#13810)
19,e4af2a67aa Update CHANGELOG.md
61,28d71e6624 provider/github: Implements github_branch_protection (#10476)
69,7925b76bad provider/aws: Change s3_bucket documentation example to work (#13811)
55,60b20817b4 service docker required, despite docker already running
23,8ed7e81255 invalid path for travis
36,017b469ee6 mount pwd to container for terraform
22,3f9d6a2111 no need to pull images
68,602559f3f7 updated travis file to use docker for pre_deploy/deploy/after_deploy
19,7f4a371f2c Update CHANGELOG.md
52,6262a73de7 provider/rabbitmq: Allow users without tags (#13798)
19,1157967fbe Update CHANGELOG.md
42,9bd50a1219 provider/google: BigQuery Dataset (#13436)
60,e667411cc5 website: Fix spacing of literal "terraform console" (#13807)
65,744727a28a core: Trap warnings as well as errors on resourceNestedCount test
33,72f2a31298 Including #13755 in the changelog
56,6e698fd5fe Merge pull request #13755 from StephenWeatherford/11625c
26,30b6d695a6 Updating to include #13791
53,1775d48381 Merge pull request #13791 from whiskeyjay/subnetRTFix
58,8706d2181f Fixing the import test by adding missing formatting values
23,7ec1c66f69 Merged upstream for nav
21,1fa91dfb4d merge upstream/master
39,68af7d44e8 Added the new resource to the nav panel
84,1b22200c44 Corrected test for snapshot. Simplified tests. Added a new test for source_disk_link
40,573da4d729 Added a new attribute : source_disk_link
52,8a70108612 fix a word in aws_iam_role_policy error msg (#13794)
41,99a73094f7 Fix typo in aws-two-tier example (#13790)
81,f117f1de26 trying terraform 0.9.2 for destroy bug; fixed interpolation issue with sshCommand
65,d41b806789 core: Restore CountBoundaryTransformer to apply, add/adjust tests
66,87b049b72d adding cd to after_deploy to ensure we're in the correct directory
28,36e4b74c13 added -force to after_deploy
41,bf5d9773e2 fixed after_deploy syntax for .travis.yml
28,1653d5da73 incorrect variable reference
47,af3de7b7df azure is awfully particular for certain strings
74,e0208f48ba added after_deploy step to travis.yml; updated string generation yet again
34,4fb55b0c5e made string generation more robust
40,acaea87c93 nixed the numbers from string generation
61,2802d319d2 core: Move CountBoundaryTransformer to the plan graph builder
31,1d7d3f1b45 added missing \ to plan command
17,f52b7a9d85 fixed -out syntax
64,42b4ddc737 plan now produces output plan, apply now consumes outputted plan
12,44d416ca8e fixed quotes
45,3dce8c2c78 was working on the wrong deploy.sh........ :(
45,d0973b77c1 moved outputs to outputs.tf; added sshCommand
74,048ab5a774 renamed folder; updated deployment script; prompt for additional variables
57,f5cda342f7 Merge pull request #13778 from hashicorp/jbardin/GH-13617
28,7f3c8e4765 move this test to new region
11,4c3a053f0c lint errors
31,14bea66f4e add test for proper cancelation
40,eb4b45941c fix tests affected by refreshGracePeriod
22,af1628eaa4 add refreshGracePeriod
46,d157eea2e3 website: Correct capitalization of "Bitbucket"
36,c4ac9c3dbb fixed syntax for terraform variables
71,3fa3ce60fa Merge pull request #13788 from hashicorp/docs-update-bitbucket-branding
15,fe8029e65e initial attempt
28,3d315baee5 update spelling of Bitbucket
66,07c0f95563 Merge pull request #13772 from hashicorp/p-aws-multi-zone-instance
17,1608f5544f Added error check
60,0cf9dbcfb4 Merge branch 'master' of https://github.com/bhood4/terraform
70,8ef010440e cleanup and validation, rdpool.order optional with ROUND_ROBIN default
70,65d364d805 cleanup and validation, rdpool.order optional with ROUND_ROBIN default
45,f5df4422ae provider/aws: Bump AWS SDK to 1.8.13 (#13775)
44,c57e0735d1 Merge pull request #13745 from bhood4/master
41,62dc7320c5 updated syntax for arguments to terraform
35,832ab98094 generate random string for hostname
19,9893abe95d Update CHANGELOG.md
60,53ff003826 Merge pull request #13767 from hashicorp/f-bump-autorest-dep
45,3c6287cf3c Vendored AWS CognitoIdentity Service (#13771)
25,596f05b881 Fix govet errors (#13774)
39,03b82191bf `roles` deprecated in examples (#13769)
